NAME,ADDRESS,RATING,PHONE,WEBSITE,CITY,STATE,REVIEWS
Bellevue Lighting - Innovative Stage Systems,"879 Rainier Ave N Suite A100, Renton, WA 98057, United States",5,(425) 230-5230,https://bellevue.lighting/?utm_source=google&utm_medium=local&utm_campaign=gbp,Seattle,WA,45
The Lighting Group,"1201 S Bailey St, Seattle, WA 98108, United States",4.5,(206) 298-9000,https://lightinggroup.com/,Seattle,WA,6
4040 House,"4040 47th Ave SW, Seattle, WA 98116, United States",5,N/A,http://www.4040house.com/,Seattle,WA,3
Visual Comfort & Co.,"1944 1st Ave S, Seattle, WA 98134, United States",4.7,(206) 508-1700,https://www.visualcomfort.com/seattle/,Seattle,WA,26
LightArt,"4770 Ohio Ave S Ste B, Seattle, WA 98134, United States",4.3,(206) 524-2223,https://lightart.com/,Seattle,WA,17
Seattle Lighting,"1811 Hewitt Ave, Everett, WA 98201, United States",4.5,(425) 252-4151,http://www.seattlelighting.com/,Seattle,WA,79
Lights Inc,"120 NW Canal St, Seattle, WA 98107, United States",5,(866) 459-3700,http://www.lightsinc.com/,Seattle,WA,9
The Lights of Christmas,"20800 Marine Dr, Stanwood, WA 98292, United States",4.6,(800) 228-6724,https://thelightsofchristmas.com/,Seattle,WA,966
Luna Holiday Lights,"1120 164th St SW A 1, Lynnwood, WA 98087, United States",0,(425) 737-2759,http://lunaholidaylights.com/,Seattle,WA,0
Seattle Lighting,"6710 Tacoma Mall Blvd, Tacoma, WA 98409, United States",4.2,(253) 475-8730,http://www.seattlelighting.com/,Seattle,WA,117
"Hollywood Lights, Inc. - Kent","7230 S 227th Pl, Kent, WA 98032, United States",4.1,(206) 292-2353,http://hollywoodlights.com/,Seattle,WA,18
Chinook lights art installation,"Seattle, WA 98104, United States",0,N/A,N/A,Seattle,WA,0
World Market,"2103 Western Ave, Seattle, WA 98121, United States",4.4,(206) 443-1055,https://stores.worldmarket.com/wa/seattle/2103-western-avenue.html,Seattle,WA,891
Keener's Christmas Lights,"16504 112th Pl NE, Bothell, WA 98011, United States",5,N/A,N/A,Seattle,WA,2
Timothy De Clue Collection,"600 Pine St #105, Seattle, WA 98101, United States",4.6,(206) 604-9443,https://timothydecluecollection.com/,Seattle,WA,24
Urban Light Studios Photography,"308 1st Ave, Seattle, WA 98104, United States",4.7,(206) 681-9316,http://www.urbanlightstudios.com/,Seattle,WA,27
Maddie York Lighting,"3131 Western Ave #321, Seattle, WA 98121, United States",0,(206) 641-5060,N/A,Seattle,WA,0
Holiday Lights & Design,"15923 NE 83rd Ct, Redmond, WA 98052, United States",0,(206) 939-2047,https://holidaylightsanddesign.com/contact,Seattle,WA,0
Brite Nites,"1455 Leary Wy NW Suite 400, Seattle, WA 98107, United States",0,(253) 447-1118,https://www.britenites.com/locations/washington/,Seattle,WA,0
Lights Actually Christmas Show,"8106 8th Ave NE, Seattle, WA 98115, United States",5,N/A,https://www.facebook.com/lightsactually/,Seattle,WA,2
Hansen Lamp & Shade LLC,"7520 35th Ave NE Suite 3, Seattle, WA 98115, United States",4.7,(206) 363-1635,N/A,Seattle,WA,16
